Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_sp_T1,Atp_on_sp_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Post_T1,Post_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Blck_shts_T1,Blck_shts_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Drbbl_T1,Drbbl_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,Pss_Cmpl_T1,Pss_Cmpl_T2,Pss_Cmpl_Perc_T1,Pss_Cmpl_Perc_T2,Pss_Fnl_Thr_T1,Pss_Fnl_Thr_T2,Frwd_Pss_T1,Frwd_Pss_T2,Bck_Pss_T1,Bck_Pss_T2,Crs_Suc_Atp_T1,Crs_Suc_Atp_T2,Lng_Pss_T1,Lng_Pss_T2,Key_Pss_T1,Key_Pss_T2,Rcv_Bls_T1,Rcv_Bls_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Blls_Plyd_T1,Blls_Plyd_Def_T1,Blls_Plyd_Mid_T1,Blls_Plyd_Atk_T1,Blls_Plyd_T2,Blls_Plyd_Def_T2,Blls_Plyd_Mid_T2,Blls_Plyd_Atk_T2,Tch_Def_Top_Left_T1,Tch_Def_Top_Ctr_Left_T1,Tch_Def_Top_Ctr_Right_T1,Tch_Def_Top_Right_T1,Tch_Def_Btm_Left_T1,Tch_Def_Btm_Ctr_Left_T1,Tch_Def_Btm_Ctr_Right_T1,Tch_Def_Btm_Right_T1,Tch_Mid_Top_Left_T1,Tch_Mid_Top_Ctr_Left_T1,Tch_Mid_Top_Ctr_Right_T1,Tch_Mid_Top_Right_T1,Tch_Mid_Btm_Left_T1,Tch_Mid_Btm_Ctr_Left_T1,Tch_Mid_Btm_Ctr_Right_T1,Tch_Mid_Btm_Right_T1,Tch_Atk_Top_Left_T1,Tch_Atk_Top_Ctr_Left_T1,Tch_Atk_Top_Ctr_Right_T1,Tch_Atk_Top_Right_T1,Tch_Atk_Btm_Left_T1,Tch_Atk_Btm_Ctr_Left_T1,Tch_Atk_Btm_Ctr_Right_T1,Tch_Atk_Btm_Right_T1,Tch_Def_Top_Left_T2,Tch_Def_Top_Ctr_Left_T2,Tch_Def_Top_Ctr_Right_T2,Tch_Def_Top_Right_T2,Tch_Def_Btm_Left_T2,Tch_Def_Btm_Ctr_Left_T2,Tch_Def_Btm_Ctr_Right_T2,Tch_Def_Btm_Right_T2,Tch_Mid_Top_Left_T2,Tch_Mid_Top_Ctr_Left_T2,Tch_Mid_Top_Ctr_Right_T2,Tch_Mid_Top_Right_T2,Tch_Mid_Btm_Left_T2,Tch_Mid_Btm_Ctr_Left_T2,Tch_Mid_Btm_Ctr_Right_T2,Tch_Mid_Btm_Right_T2,Tch_Atk_Top_Left_T2,Tch_Atk_Top_Ctr_Left_T2,Tch_Atk_Top_Ctr_Right_T2,Tch_Atk_Top_Right_T2,Tch_Atk_Btm_Left_T2,Tch_Atk_Btm_Ctr_Left_T2,Tch_Atk_Btm_Ctr_Right_T2,Tch_Atk_Btm_Right_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2020-2021,2,TORINO,ATALANTA,26/09/2020,OLIMPICO GRANDE TORINO STADIUM,15:00,MASSIMILIANO  IRRATI,DAVIDE  IMPERIALE,VITTORIO  DI GIOIA,SIMONE  SOZZA,MARCO  GUIDA,STEFANO ALASSIO,2,4,A,MARCO GIAMPAOLO,GIAN PIERO GASPERINI,4-3-1-2,3-4-1-2,96'25,54'09,56%,24'46 (46%),14'46 (60%),10'00 (40%),29'23 (54%),13'29 (46%),15'54 (54%),4'35,3'58,3'28,2'49,2'45,7'11,4'45,3'56,4'34,6'04,4'35,5'27,7,17,5(2),7(4),1,0,0,0,4,5,1,0,0,5,3,2,2,5,3,6,2,4,2,3,10,12,2,6,11,12,350,456,80%,85%,45,138,133,267,219,201,NODATA,NODATA,23,45,1,2,45,41,0 (0),0 (0),109.245,27.855,71.954,9.436,107.853,29.712,70.203,7.938,6.6,6.6,10 (38%),8 (31%),8 (31%),17 (44%),10 (25%),12 (31%),688,289,298,101,806,215,373,218,26,46,52,9,24,58,48,26,32,44,40,32,40,42,34,34,18,22,25,12,6,5,7,6,8,24,23,11,19,46,50,34,35,57,52,42,50,54,41,42,32,38,47,19,17,23,23,19,ANDREA BELOTTI,9,ALEJANDRO GOMEZ,10,4.75,4.4,1.61
2020-2021,2,CAGLIARI,LAZIO,26/09/2020,SARDEGNA ARENA STADIUM,18:00,DAVIDE  MASSA,PASQUALE  DE MEO,FRANCESCO  FIORE,ANTONIO  DI MARTINO,DANIELE  CHIFFI,GIACOMO PAGANESSI,0,2,A,EUSEBIO DI FRANCESCO,SIMONE INZAGHI,4-3-3,3-5-2,94'15,50'19,53%,24'08 (48%),16'38 (69%),7'30 (31%),26'11 (52%),15'11 (58%),11'00 (42%),4'10,4'21,4'00,6'00,2'52,2'45,4'44,4'56,4'23,4'33,1'55,5'39,9,13,3(0),7(2),0,0,0,0,1,5,0,0,6,2,5,3,0,4,4,5,0,2,2,2,7,10,3,6,8,13,337,432,82%,85%,50,101,111,191,229,244,NODATA,NODATA,19,49,1,1,35,31,0 (0),0 (0),107.731,22.939,75.119,9.673,106.626,23.039,74.153,9.434,7.1,7.2,7 (26%),6 (22%),14 (52%),13 (41%),6 (18%),13 (41%),634,209,318,107,728,246,324,158,5,20,40,5,14,60,49,16,41,62,55,42,34,41,26,17,30,16,19,17,9,3,4,9,13,27,36,11,49,25,40,45,50,44,45,51,30,37,38,29,21,19,39,32,16,14,12,5,MARKO ROG,6,ADAM MARUSIC,77,5,4,1.66
2020-2021,2,SAMPDORIA,BENEVENTO,26/09/2020,LUIGI FERRARIS STADIUM,18:00,FEDERICO  DIONISI,SERGIO  RANGHETTI,ALESSIO  BERTI,MARCO  SERRA,DANIELE  DOVERI,MATTEO PASSERI,2,3,A,CLAUDIO RANIERI,FILIPPO INZAGHI,4-4-2,4-3-2-1,95'17,46'01,48%,19'41 (43%),9'27 (48%),10'14 (52%),26'20 (57%),16'34 (63%),9'46 (37%),4'04,2'48,2'56,3'17,1'54,4'42,4'42,4'54,4'33,4'07,4'20,3'44,9,12,4(2),6(3),0,1,0,0,4,4,1,0,1,5,2,1,4,1,6,8,2,2,4,1,6,1,6,4,17,12,222,399,70%,83%,74,89,140,170,88,235,NODATA,NODATA,24,34,3,3,54,41,0 (0),0 (0),106.734,27.447,69.659,9.628,108.348,27.183,71.263,9.902,6.6,6.7,15 (41%),8 (21%),14 (38%),17 (50%),10 (29%),7 (21%),538,172,218,148,702,261,294,147,7,32,28,16,17,32,17,23,22,32,30,22,31,30,21,30,36,16,14,33,21,5,12,11,10,35,38,12,33,53,44,36,36,65,56,30,25,22,33,27,23,24,23,26,16,7,17,11,OMAR COLLEY,15,LUCA CALDIROLA,5,2,3.6,3.6
2020-2021,2,INTER,FIORENTINA,26/09/2020,GIUSEPPE MEAZZA STADIUM,20:45,GIANPAOLO  CALVARESE,VALENTINO  FIORITO,STEFANO  LIBERTI,FABIO  MARESCA,PIERO  GIACOMELLI,FABIANO PRETI,4,3,H,ANTONIO CONTE,GIUSEPPE IACHINI,3-4-1-2,3-5-2,96'09,54'10,56%,34'14 (63%),15'44 (46%),18'30 (54%),19'56 (37%),13'05 (66%),6'51 (34%),5'09,4'43,6'04,5'08,5'27,7'43,3'06,1'50,3'49,4'34,2'24,4'12,16,10,7(3),4(3),0,0,0,0,3,4,0,0,6,4,1,4,3,2,9,8,3,3,2,1,5,12,5,1,15,10,586,252,90%,78%,191,42,349,92,241,164,NODATA,NODATA,30,30,5,5,31,43,0 (0),0 (0),113.753,28.437,75.4,9.916,108.557,30.501,68.908,9.148,6.8,6.5,12 (25%),18 (37%),18 (38%),7 (26%),10 (37%),10 (37%),885,171,418,296,568,298,188,82,8,18,33,1,19,39,39,14,43,43,74,29,56,65,69,39,52,67,73,40,16,16,21,11,17,59,47,8,23,48,64,32,27,21,35,22,12,16,19,36,10,15,12,14,4,14,10,3,LAUTARO MARTINEZ,10,FRANCK RIBERY,7,1.5,4.5,6
2020-2021,2,SPEZIA,SASSUOLO,27/09/2020,OROGEL STADIUM STADIUM,12:30,DAVIDE  GHERSINI,STEFANO  DEL GIOVANE,DAVIDE  MIELE,MARCO  PICCININI,LUCA  BANTI,FILIPPO VALERIANI,1,4,A,VINCENZO ITALIANO,ROBERTO DE ZERBI,4-3-3,4-2-3-1,100'49,48'07,48%,18'32 (39%),10'15 (55%),8'17 (45%),29'35 (61%),16'46 (57%),12'49 (43%),1'32,2'17,5'56,2'36,3'12,2'58,1'19,3'55,7'28,6'39,3'14,7'00,13,16,6(1),8(4),0,1,0,2,5,6,1,1,5,2,2,4,2,6,5,6,1,3,0,4,10,12,3,5,13,8,260,580,80%,90%,64,99,104,240,160,345,NODATA,NODATA,33,28,3,1,33,28,0 (0),1 (1),104.741,25.044,70.279,9.418,105.066,25.434,70.287,9.345,6.5,6.5,8 (35%),5 (22%),10 (43%),13 (34%),11 (29%),14 (37%),538,242,171,125,854,277,404,173,13,49,32,9,21,55,39,24,25,27,34,24,14,19,13,15,11,25,23,20,12,15,11,8,8,39,48,6,18,63,77,18,33,84,83,15,38,63,59,29,23,25,51,20,11,13,22,8,ANDREY GALABINOV,9,FILIP DJURICIC,10,4.75,4,1.66
2020-2021,2,HELLAS VERONA,UDINESE,27/09/2020,MARCANTONIO BENTEGODI STADIUM,15:00,MANUEL  VOLPI,DARIO  CECCONI,MANUEL  ROBILOTTA,RICCARDO  ROS,ALEANDRO  DI PAOLO,DANIELE BINDONI,1,0,H,IVAN JURIC,LUCA GOTTI,3-4-2-1,3-5-2,96'07,45'13,47%,20'53 (46%),14'10 (68%),6'43 (32%),24'20 (54%),14'23 (59%),9'57 (41%),3'57,2'18,4'05,3'18,3'45,3'30,4'22,4'01,3'05,3'10,3'24,6'18,9,18,2(1),6(0),0,2,0,0,2,4,0,2,6,8,5,1,1,4,4,10,0,0,1,0,8,14,1,9,13,13,264,309,68%,74%,54,69,136,156,133,159,NODATA,NODATA,30,33,2,8,71,56,0 (0),0 (0),108.477,29.064,70.094,9.319,105.87,29.886,66.858,9.126,6.7,6.6,11 (28%),11 (28%),17 (44%),16 (43%),12 (33%),9 (24%),682,212,354,116,717,205,353,159,5,32,51,10,26,30,28,30,57,60,54,29,41,46,32,35,21,21,14,14,21,13,8,4,9,34,30,7,27,40,45,13,37,56,61,47,29,49,42,32,33,14,24,24,21,13,23,7,ANDREA FAVILLI,11,RODRIGO DE PAUL,10,2.7,3,2.8
2020-2021,2,CROTONE,MILAN,27/09/2020,EZIO SCIDA STADIUM,18:00,LUCA  PAIRETTO,MAURO  GALETTO,ANDREA  ZINGARELLI,GIOVANNI  AYROLDI,MAURIZIO  MARIANI,ALESSANDRO COSTANZO,0,2,A,GIOVANNI STROPPA,STEFANO PIOLI,3-5-2,4-2-3-1,97'18,50'51,52%,24'00 (47%),13'14 (55%),10'46 (45%),26'51 (53%),15'27 (58%),11'24 (42%),4'00,3'36,3'12,4'08,3'46,5'17,4'42,6'04,5'43,3'04,2'39,4'39,5,14,1(0),7(2),0,1,1,1,0,5,0,1,4,4,4,1,0,3,1,7,0,0,3,3,5,10,3,5,14,15,341,394,81%,81%,73,99,157,189,189,210,NODATA,NODATA,30,32,0,4,43,45,0 (0),1 (1),109.355,27.904,71.733,9.718,110.813,28.891,72.174,9.748,6.6,6.7,11 (28%),12 (31%),16 (41%),6 (18%),16 (49%),11 (33%),682,239,299,144,726,229,319,178,6,38,47,19,22,34,40,33,33,43,47,36,35,31,43,31,37,17,18,20,23,10,9,10,12,32,28,13,24,41,49,30,36,56,45,45,47,24,43,23,57,27,30,19,18,13,11,3,JUNIOR MESSIAS,30,FRANK KESSIE,79,6,4.5,1.5
2020-2021,2,NAPOLI,GENOA,27/09/2020,SAN PAOLO STADIUM,18:00,JUAN LUCA  SACCHI,ALESSANDRO  LO CICERO,CHRISTIAN  ROSSI,FRANCESCO  FOURNEAU,FEDERICO  LA PENNA,ALESSANDRO GIALLATINI,6,0,H,GENNARO GATTUSO,ROLANDO MARAN,4-2-3-1,3-5-2,93'27,57'51,62%,32'47 (57%),20'25 (62%),12'22 (38%),25'04 (43%),15'41 (63%),9'23 (37%),4'54,5'02,6'30,5'32,3'41,7'08,5'45,3'30,5'31,3'00,4'08,3'10,18,5,11(6),1(0),1,0,0,0,9,1,0,0,7,2,1,5,0,2,10,1,6,0,1,2,9,5,4,2,6,13,590,420,93%,88%,91,56,258,161,339,262,NODATA,NODATA,50,34,3,1,21,28,0 (0),0 (0),112.658,26.087,77.578,8.993,107.86,26.702,74.256,6.902,7,6.6,12 (40%),7 (23%),11 (37%),8 (38%),5 (24%),8 (38%),808,196,453,159,640,244,301,95,9,20,37,6,11,48,35,30,46,72,88,55,47,46,38,61,23,23,30,32,18,10,15,8,14,22,40,15,44,45,42,22,49,21,54,38,40,28,36,35,10,19,13,18,9,4,7,15,HIRVING LOZANO,11,DAVIDE ZAPPACOSTA,77,1.3,5.5,10
2020-2021,2,ROMA,JUVENTUS,27/09/2020,OLIMPICO STADIUM,20:45,MARCO  DI BELLO,ALBERTO  TEGONI,SALVATORE  LONGO,ROSARIO  ABISSO,LUIGI  NASCA,LUCA MONDIN,2,2,D,PAULO FONSECA,ANDREA PIRLO,3-4-2-1,3-4-1-2,95'11,54'35,57%,23'12 (43%),11'52 (51%),11'20 (49%),31'23 (57%),18'18 (58%),13'05 (42%),5'11,3'20,1'48,3'17,4'16,5'20,5'40,5'20,4'51,5'11,4'48,5'33,9,7,6(2),3(2),0,0,1,1,5,3,1,0,1,3,1,3,2,1,6,4,1,1,0,4,11,9,5,7,19,9,343,534,85%,89%,68,96,166,232,182,310,NODATA,NODATA,31,31,2,1,39,28,1 (1),1 (1),109.289,25.643,74.529,9.117,107.264,25.317,72.73,9.217,6.8,7,18 (51%),11 (32%),6 (17%),8 (23%),10 (28%),17 (49%),596,200,274,122,801,246,394,161,8,34,23,14,22,32,36,31,31,40,46,31,31,32,38,25,16,18,22,23,7,9,16,11,9,27,31,6,42,47,55,29,47,49,64,38,50,48,56,42,25,36,21,30,16,12,12,9,JORDAN VERETOUT,17,CRISTIANO RONALDO,7,3.6,3.6,2
2020-2021,2,BOLOGNA,PARMA,28/09/2020,RENATO DALL'ARA STADIUM,20:45,PAOLO  VALERI,ALESSIO  TOLFO,FABIO  SCHIRRU,LUCA  MASSIMI,FABRIZIO  PASQUA,MAURO VIVENZI,4,1,H,SINISA MIHAJLOVIC,FABIO LIVERANI,4-2-3-1,4-3-1-2,95'02,50'45,53%,29'53 (59%),14'14 (48%),15'39 (52%),20'52 (41%),11'18 (54%),9'34 (46%),8'56,4'40,3'51,4'58,2'44,4'44,2'29,2'20,3'40,2'46,5'33,4'03,11,8,8(4),4(1),2,0,1,0,6,4,0,0,2,4,3,4,1,0,7,4,2,1,2,0,14,10,8,9,12,9,445,284,86%,78%,112,60,233,116,215,170,NODATA,NODATA,23,18,2,3,40,38,0 (0),0 (0),110.599,27.92,74.781,7.898,107.669,26.59,72.966,8.113,6.8,6.6,14 (33%),20 (46%),9 (21%),11 (37%),7 (23%),12 (40%),768,215,359,194,600,231,231,138,16,36,47,16,19,25,34,22,41,39,45,42,44,38,69,41,32,30,36,37,14,18,14,13,14,23,53,4,27,28,43,39,25,38,35,27,26,14,25,41,25,13,13,27,19,8,12,21,ROBERTO SORIANO,21,HERNANI,23,1.95,3.6,3.6
2020-2021,3,FIORENTINA,SAMPDORIA,02/10/2020,ARTEMIO FRANCHI STADIUM,20:45,PIERO  GIACOMELLI,ENRICO  CALIARI,MATTEO  BOTTEGONI,GIANLUCA  MANGANIELLO,GIANLUCA  AURELIANO,DARIO CECCONI,1,2,A,GIUSEPPE IACHINI,CLAUDIO RANIERI,3-5-2,4-4-2,96'02,60'30,63%,36'50 (61%),19'55 (54%),16'55 (46%),23'40 (39%),20'20 (86%),3'20 (14%),7'49,5'18,5'31,5'36,3'27,9'09,3'02,4'11,4'47,3'57,3'52,3'51,21,18,6(1),10(2),0,0,0,2,4,8,1,2,10,4,6,4,5,4,9,6,0,1,0,1,9,7,8,4,11,16,450,210,84%,70%,134,46,247,100,214,113,NODATA,NODATA,37,28,7,2,28,53,0 (0),1 (1),104.184,27.487,67.949,8.748,105.392,27.176,68.748,9.468,6.5,6.8,24 (45%),15 (29%),14 (26%),12 (29%),17 (40%),13 (31%),802,247,333,222,544,226,211,107,12,30,46,2,40,54,36,27,28,56,51,32,18,41,65,42,34,35,44,46,18,18,12,15,17,47,46,12,41,15,33,15,32,39,29,7,24,28,26,26,13,24,25,11,8,12,7,7,DUSAN VLAHOVIC,9,VALERIO VERRE,8,1.61,4,5.25
2020-2021,3,SASSUOLO,CROTONE,03/10/2020,MAPEI STADIUM STADIUM,15:00,IVANO  PEZZUTO,GIORGIO  PERETTI,ALESSANDRO  CIPRESSA,ANTONIO  RAPUANO,MICHAEL  FABBRI,LUCA MONDIN,4,1,H,ROBERTO DE ZERBI,GIOVANNI STROPPA,4-2-3-1,3-5-2,97'01,46'43,48%,26'57 (58%),20'36 (76%),6'21 (24%),19'46 (42%),8'59 (45%),10'47 (55%),6'00,4'51,5'29,4'13,3'28,2'55,2'48,1'47,4'09,1'30,2'28,7'04,8,16,4(4),6(1),0,0,1,3,4,5,0,1,3,4,5,0,1,6,6,4,2,0,2,3,4,6,3,4,15,15,396,310,83%,80%,78,74,150,155,249,160,NODATA,NODATA,30,21,1,2,38,26,1 (1),1 (1),98.992,26.213,63.428,9.351,96.742,25.194,62.054,9.494,6.3,6.4,11 (42%),5 (20%),10 (38%),7 (20%),10 (29%),18 (51%),716,298,307,111,617,186,282,149,9,48,59,8,24,59,68,23,21,66,70,30,19,31,24,46,11,20,28,25,7,4,9,7,13,30,14,5,28,34,49,13,22,42,55,20,34,40,44,25,27,31,23,10,14,23,15,6,FRANCESCO CAPUTO,9,SIMY,25,1.4,5,7
2020-2021,3,GENOA,TORINO,04/11/2020,LUIGI FERRARIS STADIUM,17:00,PAOLO  VALERI,VALERIO  COLAROSSI,GIOVANNI  BACCINI,FRANCESCO  FOURNEAU,GIANLUCA  AURELIANO,GIACOMO PAGANESSI,1,2,A,ROLANDO MARAN,MARCO GIAMPAOLO,4-3-2-1,4-3-1-2,98'54,55'24,56%,26'17 (47%),12'09 (46%),14'08 (54%),29'07 (53%),17'03 (59%),12'04 (41%),3'22,4'20,4'14,5'12,3'37,5'32,6'01,3'34,6'35,3'12,4'53,4'52,14,7,4(1),1(1),1,0,0,0,3,1,0,0,5,5,0,1,5,1,3,3,1,0,0,2,7,12,5,2,10,18,419,402,84%,83%,97,79,186,166,239,236,NODATA,NODATA,40,35,2,2,42,57,0 (0),0 (0),112.131,29.194,73.571,9.366,111.555,29.617,72.368,9.57,6.6,6.5,19 (41%),10 (22%),17 (37%),17 (49%),7 (20%),11 (31%),745,250,296,199,750,318,292,140,16,41,28,5,28,64,43,25,25,63,37,36,31,30,33,41,33,33,35,34,15,16,24,9,21,50,56,12,38,63,51,27,23,51,43,32,40,36,40,27,28,18,25,29,11,7,6,16,GIANLUCA SCAMACCA,9,SASA LUKIC,7,2.35,3.5,2.8
2020-2021,3,UDINESE,ROMA,03/10/2020,DACIA ARENA - STADIO FRIULI STADIUM,20:45,ROSARIO  ABISSO,VALERIO  VECCHI,MARCO  SCATRAGLI,MARCO  PICCININI,FABIO  MARESCA,STEFANO DEL GIOVANE,0,1,A,LUCA GOTTI,PAULO FONSECA,3-5-2,3-4-2-1,94'53,56'00,59%,24'58 (45%),14'19 (57%),10'39 (43%),31'02 (55%),15'06 (49%),15'56 (51%),3'26,3'39,3'56,2'21,4'32,7'03,5'20,5'47,6'03,5'11,4'37,4'04,10,13,5(0),3(1),0,0,0,0,4,1,0,0,4,5,2,4,1,5,7,2,0,0,3,1,17,10,4,1,15,10,337,463,80%,85%,62,103,140,282,199,186,NODATA,NODATA,16,34,5,1,37,62,0 (0),0 (0),109.984,27.902,72.463,9.619,108.048,28.22,71.704,8.124,6.8,6.6,5 (16%),17 (55%),9 (29%),5 (16%),21 (65%),6 (19%),659,246,274,139,781,197,397,187,6,29,44,6,23,53,67,18,30,50,61,24,18,43,25,23,22,24,33,17,18,12,8,5,4,40,52,7,10,44,25,15,25,52,63,21,34,72,73,57,23,44,39,36,12,12,9,12,RODRIGO DE PAUL,10,PEDRO,11,5,4,1.66
2020-2021,3,ATALANTA,CAGLIARI,04/10/2020,GEWISS STADIUM STADIUM,12:30,FABRIZIO  PASQUA,GIOVANNI  BACCINI,MATTIA  SCARPA,DAVIDE  GHERSINI,DANIELE  ORSATO,MAURO GALETTO,5,2,H,GIAN PIERO GASPERINI,EUSEBIO DI FRANCESCO,3-4-1-2,4-3-3,93'56,50'13,53%,28'16 (56%),14'53 (53%),13'23 (47%),21'57 (44%),13'55 (63%),8'02 (37%),4'37,4'58,4'44,3'41,4'38,5'38,3'57,2'33,4'02,4'10,3'08,4'06,22,11,14(5),3(2),1,1,0,0,11,3,1,0,5,4,1,7,3,4,15,2,5,2,2,0,9,5,3,9,11,9,521,326,86%,79%,144,74,273,149,254,185,NODATA,NODATA,28,19,6,0,51,32,0 (0),0 (0),107.68,28.576,69.2,9.904,112.984,25.882,76.352,10.75,6.8,7.1,15 (37%),15 (36%),11 (27%),9 (29%),9 (29%),13 (42%),862,269,378,215,673,247,275,151,11,37,42,23,23,49,49,35,46,75,47,20,43,55,41,51,36,45,49,31,9,12,22,11,3,43,57,7,16,42,47,32,22,37,45,33,19,42,55,22,24,33,26,8,30,21,7,2,ALEJANDRO GOMEZ,10,JOAO PEDRO,10,1.25,6.5,10
2020-2021,3,BENEVENTO,BOLOGNA,04/10/2020,CIRO VIGORITO STADIUM,15:00,SIMONE  SOZZA,STEFANO  ALASSIO,GIUSEPPE  PERROTTI,EUGENIO  ABBATTISTA,MARCO  DI BELLO,VALENTINO FIORITO,1,0,H,FILIPPO INZAGHI,SINISA MIHAJLOVIC,4-3-2-1,4-2-3-1,97'56,43'38,45%,17'11 (39%),9'56 (58%),7'15 (42%),26'27 (61%),12'28 (47%),13'59 (53%),3'32,3'12,3'56,3'11,2'01,1'19,5'13,4'00,5'41,3'03,2'57,5'32,8,16,3(1),7(0),1,1,0,0,2,6,0,0,3,6,7,2,2,3,5,9,1,0,0,5,5,16,4,10,13,15,209,362,72%,85%,43,103,101,220,112,152,NODATA,NODATA,21,36,1,9,32,41,0 (0),0 (0),106.253,29.852,68.868,7.533,105.262,29.775,67.923,7.564,6.4,6.4,7 (27%),10 (38%),9 (35%),13 (31%),12 (29%),17 (40%),506,204,207,95,673,180,329,164,4,22,51,15,25,24,40,23,17,23,29,31,14,39,18,36,9,15,18,14,5,11,13,10,17,34,24,3,21,37,29,15,31,46,51,27,42,43,45,44,32,26,26,23,20,19,14,4,GIANLUCA LAPADULA,9,MUSA BARROW,99,3.1,3.6,2.2
2020-2021,3,LAZIO,INTER,04/10/2020,OLIMPICO STADIUM,15:00,MARCO  GUIDA,CIRO  CARBONE,SALVATORE  LONGO,DAVIDE  MASSA,MASSIMILIANO  IRRATI,MAURO VIVENZI,1,1,D,SIMONE INZAGHI,ANTONIO CONTE,3-5-2,3-4-1-2,97'25,56'57,58%,23'27 (41%),16'15 (69%),7'12 (31%),33'30 (59%),15'27 (46%),18'03 (54%),3'19,4'08,3'47,3'36,3'35,5'02,5'42,4'50,6'41,5'28,3'56,6'52,12,12,5(1),5(1),0,0,0,0,2,5,0,1,6,6,3,3,1,1,3,4,1,0,0,0,8,14,7,8,14,13,330,522,82%,88%,63,143,142,308,194,220,NODATA,NODATA,24,42,1,3,52,25,0 (0),0 (0),101.751,23.268,70.141,8.342,101.629,24.901,68.36,8.368,6.8,6.7,7 (28%),10 (40%),8 (32%),15 (29%),16 (31%),21 (40%),623,277,244,102,802,146,441,215,19,54,53,14,25,34,57,21,24,59,28,41,24,33,19,16,14,18,23,10,11,10,10,6,5,26,28,0,12,26,36,13,41,58,55,44,68,47,74,54,38,47,38,26,21,20,7,18,SERGEJ MILINKOVIC-SAVIC,21,LAUTARO MARTINEZ,10,3.1,3.7,2.2
2020-2021,3,PARMA,HELLAS VERONA,04/10/2020,ENNIO TARDINI STADIUM,15:00,ANTONIO  GIUA,VALERIO  COLAROSSI,ANDREA  TARDINO,LIVIO  MARINELLI,LUCA  BANTI,FILIPPO VALERIANI,1,0,H,FABIO LIVERANI,IVAN JURIC,4-3-1-2,3-4-2-1,95'16,52'11,55%,22'16 (43%),13'12 (59%),9'04 (41%),29'55 (57%),11'22 (38%),18'33 (62%),3'26,3'58,4'53,3'52,1'40,4'27,4'44,4'56,4'56,3'36,6'09,5'33,12,9,5(1),5(0),0,2,0,0,4,4,0,0,2,3,3,4,5,1,8,5,1,0,2,5,4,6,7,6,11,19,258,430,76%,86%,64,92,152,223,110,214,NODATA,NODATA,26,28,5,5,53,33,0 (0),0 (0),116.819,25.318,80.394,11.107,115.114,25.697,78.078,11.339,7.2,7.2,9 (20%),17 (37%),20 (43%),30 (46%),21 (32%),14 (22%),547,207,226,114,735,196,363,176,6,42,40,10,23,45,24,17,28,42,30,14,23,35,35,19,13,18,15,20,15,12,7,14,5,29,33,10,17,39,46,17,21,50,69,35,29,44,64,51,24,22,36,43,9,14,17,11,JASMIN KURTIC,14,IVAN ILIC,14,2.87,3.1,2.62
2020-2021,3,MILAN,SPEZIA,04/10/2020,GIUSEPPE MEAZZA STADIUM,18:00,MARCO  SERRA,RODOLFO  DI VUOLO,EDOARDO  RASPOLLINI,LUCA  PAIRETTO,PAOLO  VALERI,ALESSIO TOLFO,3,0,H,STEFANO PIOLI,VINCENZO ITALIANO,4-2-3-1,4-3-3,96'38,54'15,56%,32'48 (60%),18'46 (57%),14'02 (43%),21'27 (40%),14'02 (65%),7'25 (35%),6'42,5'42,5'28,4'11,3'16,7'29,3'50,3'02,2'34,3'59,4'20,3'41,14,3,5(3),2(0),1,0,0,0,5,2,0,0,5,1,3,2,4,0,7,1,2,0,1,0,15,3,4,6,14,19,490,270,86%,77%,88,50,231,114,269,158,NODATA,NODATA,33,32,4,1,45,46,0 (0),0 (0),112.652,27.91,74.4,10.342,109.697,27.195,73.343,9.159,6.8,6.7,12 (33%),9 (25%),15 (42%),8 (40%),3 (15%),9 (45%),824,247,404,173,592,224,273,95,16,34,32,11,25,42,62,25,44,76,45,31,54,69,46,39,34,33,27,21,10,22,16,10,11,45,42,11,20,28,45,22,32,44,51,33,19,25,25,44,24,11,9,10,19,6,6,10,RAFAEL LEAO,17,JACOPO SALA,7,1.28,5.5,11
